player_tm_id,club_name,club_tm_id,player_name,position,market_value,shirt_number,profile_url,dob,age,height_cm,second_nationality,detailed_position,strong_foot,current_club,nationality,player_name_normalised
536835,Manchester United,985,Amad Diallo,Right Winger,€50.00m,16,https://www.transfermarkt.com/amad-diallo/profil/spieler/536835,2002-07-11,,173.0,,Attack - Right Winger,left,Manchester United,"Cote d'Ivoire
  Italy",amad diallo
517894,Manchester United,985,Matheus Cunha,Centre-Forward,€70.00m,10,https://www.transfermarkt.com/matheus-cunha/profil/spieler/517894,1999-05-27,,183.0,,Attack - Centre-Forward,right,Manchester United,Brazil,matheus cunha
627442,Manchester United,985,Benjamin Sesko,Centre-Forward,€65.00m,30,https://www.transfermarkt.com/benjamin-sesko/profil/spieler/627442,2003-05-31,,195.0,,Attack - Centre-Forward,right,Manchester United,Slovenia,benjamin sesko
435648,Manchester United,985,Joshua Zirkzee,Centre-Forward,€22.00m,11,https://www.transfermarkt.com/joshua-zirkzee/profil/spieler/435648,2001-05-22,,193.0,,Attack - Centre-Forward,right,Manchester United,"Netherlands
  Nigeria",joshua zirkzee
1042886,Manchester United,985,Chido Obi,Centre-Forward,€5.00m,32,https://www.transfermarkt.com/chido-obi/profil/spieler/1042886,2007-11-29,,188.0,,Attack - Centre-Forward,right,Manchester United U21,"Denmark
  Nigeria",chido obi
427568,Newcastle United,762,Aaron Ramsdale,Goalkeeper,€12.00m,32,https://www.transfermarkt.com/aaron-ramsdale/profil/spieler/427568,1998-05-14,,190.0,,Goalkeeper,right,Newcastle United,England,aaron ramsdale
192080,Newcastle United,762,Nick Pope,Goalkeeper,€7.00m,1,https://www.transfermarkt.com/nick-pope/profil/spieler/192080,1992-04-19,,198.0,,Goalkeeper,right,Newcastle United,England,nick pope
142389,Newcastle United,762,Mark Gillespie,Goalkeeper,€150k,29,https://www.transfermarkt.com/mark-gillespie/profil/spieler/142389,1992-03-27,,191.0,,Goalkeeper,right,Newcastle United,England,mark gillespie
29712,Newcastle United,762,John Ruddy,Goalkeeper,€100k,26,https://www.transfermarkt.com/john-ruddy/profil/spieler/29712,1986-10-24,,192.0,,Goalkeeper,right,Newcastle United,England,john ruddy
521964,Newcastle United,762,Malick Thiaw,Centre-Back,€45.00m,12,https://www.transfermarkt.com/malick-thiaw/profil/spieler/521964,2001-08-08,,194.0,,Defender - Centre-Back,right,Newcastle United,"Germany
  Finland",malick thiaw
361093,Newcastle United,762,Sven Botman,Centre-Back,€35.00m,4,https://www.transfermarkt.com/sven-botman/profil/spieler/361093,2000-01-12,,193.0,,Defender - Centre-Back,left,Newcastle United,Netherlands,sven botman
135343,Newcastle United,762,Fabian Schär,Centre-Back,€6.00m,5,https://www.transfermarkt.com/fabian-schar/profil/spieler/135343,1991-12-20,,186.0,,Defender - Centre-Back,right,Newcastle United,Switzerland,fabian schar
134270,Newcastle United,762,Dan Burn,Centre-Back,€5.00m,33,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,1992-05-09,,200.0,,Defender - Centre-Back,left,Newcastle United,England,dan burn
670858,Newcastle United,762,Lewis Hall,Left-Back,€35.00m,3,https://www.transfermarkt.com/lewis-hall/profil/spieler/670858,2004-09-08,,179.0,,Defender - Left-Back,left,Newcastle United,England,lewis hall
900601,Newcastle United,762,Alex Murphy,Left-Back,€1.50m,37,https://www.transfermarkt.com/alex-murphy/profil/spieler/900601,2004-06-25,,188.0,,Defender - Left-Back,left,Newcastle United,Ireland,alex murphy
503981,Newcastle United,762,Tino Livramento,Right-Back,€40.00m,21,https://www.transfermarkt.com/tino-livramento/profil/spieler/503981,2002-11-12,,182.0,,Defender - Right-Back,right,Newcastle United,"England
  Scotland",tino livramento
95810,Newcastle United,762,Kieran Trippier,Right-Back,€2.50m,2,https://www.transfermarkt.com/kieran-trippier/profil/spieler/95810,1990-09-19,,173.0,,Defender - Right-Back,right,Newcastle United,England,kieran trippier
184528,Newcastle United,762,Emil Krafth,Right-Back,€1.00m,17,https://www.transfermarkt.com/emil-krafth/profil/spieler/184528,1994-08-02,,184.0,,Defender - Right-Back,right,Newcastle United,Sweden,emil krafth
397033,Newcastle United,762,Sandro Tonali,Defensive Midfield,€80.00m,8,https://www.transfermarkt.com/sandro-tonali/profil/spieler/397033,2000-05-08,,181.0,,Midfield - Defensive Midfield,right,Newcastle United,Italy,sandro tonali
520624,Newcastle United,762,Bruno Guimarães,Central Midfield,€75.00m,39,https://www.transfermarkt.com/bruno-guimaraes/profil/spieler/520624,1997-11-16,,182.0,,Midfield - Central Midfield,right,Newcastle United,"Brazil
  Spain",bruno guimaraes
503749,Newcastle United,762,Jacob Ramsey,Central Midfield,€35.00m,41,https://www.transfermarkt.com/jacob-ramsey/profil/spieler/503749,,,180.0,,Midfield - Central Midfield,right,Newcastle United,England,jacob ramsey
333241,Newcastle United,762,Joelinton,Central Midfield,€30.00m,7,https://www.transfermarkt.com/joelinton/profil/spieler/333241,1996-08-14,,186.0,,Midfield - Central Midfield,right,Newcastle United,Brazil,joelinton
922769,Newcastle United,762,Lewis Miley,Central Midfield,€25.00m,67,https://www.transfermarkt.com/lewis-miley/profil/spieler/922769,2006-05-01,,189.0,,Midfield - Central Midfield,right,Newcastle United,England,lewis miley
340329,Newcastle United,762,Joe Willock,Central Midfield,€16.00m,28,https://www.transfermarkt.com/joe-willock/profil/spieler/340329,1999-08-20,,186.0,,Midfield - Central Midfield,right,Newcastle United,"England
  Montserrat",joe willock
503733,Newcastle United,762,Anthony Gordon,Left Winger,€60.00m,10,https://www.transfermarkt.com/anthony-gordon/profil/spieler/503733,2001-02-24,,183.0,,Attack - Left Winger,right,Newcastle United,England,anthony gordon
398065,Newcastle United,762,Harvey Barnes,Left Winger,€32.00m,11,https://www.transfermarkt.com/harvey-barnes/profil/spieler/398065,1997-12-09,,182.0,,Attack - Left Winger,right,Newcastle United,"England
  Scotland",harvey barnes
583189,Newcastle United,762,Anthony Elanga,Right Winger,€40.00m,20,https://www.transfermarkt.com/anthony-elanga/profil/spieler/583189,2002-04-27,,178.0,,Attack - Right Winger,right,Newcastle United,"Sweden
  Cameroon",anthony elanga
199527,Newcastle United,762,Jacob Murphy,Right Winger,€15.00m,23,https://www.transfermarkt.com/jacob-murphy/profil/spieler/199527,1995-02-24,,179.0,,Attack - Right Winger,right,Newcastle United,"England
  Ireland",jacob murphy
455661,Newcastle United,762,Nick Woltemade,Centre-Forward,€65.00m,27,https://www.transfermarkt.com/nick-woltemade/profil/spieler/455661,2002-02-14,,198.0,,Attack - Centre-Forward,right,Newcastle United,Germany,nick woltemade
388165,Newcastle United,762,Yoane Wissa,Centre-Forward,€30.00m,9,https://www.transfermarkt.com/yoane-wissa/profil/spieler/388165,1996-09-03,,176.0,,Attack - Centre-Forward,right,Newcastle United,"DR Congo
  France",yoane wissa
609556,Newcastle United,762,William Osula,Centre-Forward,€15.00m,18,https://www.transfermarkt.com/william-osula/profil/spieler/609556,2003-08-04,,191.0,,Attack - Centre-Forward,right,Newcastle United,"Denmark
  England",william osula
432914,Nottingham Forest,703,John Victor,Goalkeeper,€7.00m,13,https://www.transfermarkt.com/john-victor/profil/spieler/432914,1996-02-13,,197.0,,Goalkeeper,right,Nottingham Forest,"Brazil
  Portugal",john victor
85941,Nottingham Forest,703,Stefan Ortega,Goalkeeper,€5.00m,27,https://www.transfermarkt.com/stefan-ortega/profil/spieler/85941,1992-11-06,,185.0,,Goalkeeper,right,Nottingham Forest,"Germany
  Spain",stefan ortega
127202,Nottingham Forest,703,Matz Sels,Goalkeeper,€4.00m,26,https://www.transfermarkt.com/matz-sels/profil/spieler/127202,1992-02-26,,188.0,,Goalkeeper,right,Nottingham Forest,Belgium,matz sels
201574,Nottingham Forest,703,Angus Gunn,Goalkeeper,€1.50m,18,https://www.transfermarkt.com/angus-gunn/profil/spieler/201574,1996-01-22,,196.0,,Goalkeeper,right,Nottingham Forest,"Scotland
  England",angus gunn
1005649,Nottingham Forest,703,Murillo,Centre-Back,€50.00m,5,https://www.transfermarkt.com/murillo/profil/spieler/1005649,2002-07-04,,180.0,,Defender - Centre-Back,left,Nottingham Forest,Brazil,murillo
413507,Nottingham Forest,703,Nikola Milenković,Centre-Back,€30.00m,31,https://www.transfermarkt.com/nikola-milenkovic/profil/spieler/413507,1997-10-12,,195.0,,Defender - Centre-Back,right,Nottingham Forest,Serbia,nikola milenkovic
673492,Nottingham Forest,703,Morato,Centre-Back,€14.00m,4,https://www.transfermarkt.com/morato/profil/spieler/673492,2001-06-30,,192.0,,Defender - Centre-Back,left,Nottingham Forest,Brazil,morato
984096,Nottingham Forest,703,Jair Cunha,Centre-Back,€12.00m,23,https://www.transfermarkt.com/jair-cunha/profil/spieler/984096,2005-03-07,,198.0,,Defender - Centre-Back,both,Nottingham Forest,Brazil,jair cunha
933017,Nottingham Forest,703,Zach Abbott,Centre-Back,€3.00m,44,https://www.transfermarkt.com/zach-abbott/profil/spieler/933017,2006-05-13,,180.0,,Defender - Centre-Back,right,Nottingham Forest U21,England,zach abbott
142310,Nottingham Forest,703,Willy Boly,Centre-Back,€500k,30,https://www.transfermarkt.com/willy-boly/profil/spieler/142310,1991-02-03,,195.0,,Defender - Centre-Back,right,Nottingham Forest,"Cote d'Ivoire
  France",willy boly
503680,Nottingham Forest,703,Neco Williams,Left-Back,€25.00m,3,https://www.transfermarkt.com/neco-williams/profil/spieler/503680,2001-04-13,,183.0,,Defender - Left-Back,right,Nottingham Forest,Wales,neco williams
524285,Nottingham Forest,703,Luca Netz,Left-Back,€6.00m,25,https://www.transfermarkt.com/luca-netz/profil/spieler/524285,2003-05-15,,184.0,,Defender - Left-Back,left,Nottingham Forest,Germany,luca netz
236490,Nottingham Forest,703,Ola Aina,Right-Back,€20.00m,34,https://www.transfermarkt.com/ola-aina/profil/spieler/236490,1996-10-08,,184.0,,Defender - Right-Back,right,Nottingham Forest,"Nigeria
  England",ola aina
708072,Nottingham Forest,703,Nicolò Savona,Right-Back,€18.00m,37,https://www.transfermarkt.com/nicolo-savona/profil/spieler/708072,2003-03-19,,192.0,,Defender - Right-Back,right,Nottingham Forest,Italy,nicolo savona
897481,Nottingham Forest,703,Eric da Silva Moreira,Right-Back,€1.00m,17,https://www.transfermarkt.com/eric-da-silva-moreira/profil/spieler/897481,2006-05-03,,185.0,,Defender - Right-Back,right,Nottingham Forest,"Germany
  Portugal",eric da silva moreira
375885,Nottingham Forest,703,Ibrahim Sangaré,Defensive Midfield,€22.00m,6,https://www.transfermarkt.com/ibrahim-sangare/profil/spieler/375885,1997-12-02,,191.0,,Midfield - Defensive Midfield,right,Nottingham Forest,Cote d'Ivoire,ibrahim sangare
567576,Nottingham Forest,703,Elliot Anderson,Central Midfield,€60.00m,8,https://www.transfermarkt.com/elliot-anderson/profil/spieler/567576,2002-11-06,,179.0,,Midfield - Central Midfield,right,Nottingham Forest,"England
  Scotland",elliot anderson
497291,Nottingham Forest,703,Nicolás Domínguez,Central Midfield,€16.00m,16,https://www.transfermarkt.com/nicolas-dominguez/profil/spieler/497291,1998-06-28,,179.0,,Midfield - Central Midfield,right,Nottingham Forest,"Argentina
  Italy",nicolas dominguez
425902,Nottingham Forest,703,Ryan Yates,Central Midfield,€8.00m,22,https://www.transfermarkt.com/ryan-yates/profil/spieler/425902,1997-11-21,,190.0,,Midfield - Central Midfield,right,Nottingham Forest,England,ryan yates
429014,Nottingham Forest,703,Morgan Gibbs-White,Attacking Midfield,€60.00m,10,https://www.transfermarkt.com/morgan-gibbs-white/profil/spieler/429014,2000-01-27,,171.0,,Midfield - Attacking Midfield,right,Nottingham Forest,"England
  Jamaica",morgan gibbs-white
741238,Nottingham Forest,703,Omari Hutchinson,Attacking Midfield,€30.00m,21,https://www.transfermarkt.com/omari-hutchinson/profil/spieler/741238,2003-10-30,,174.0,,Midfield - Attacking Midfield,left,Nottingham Forest,"England
  Jamaica",omari hutchinson
583199,Nottingham Forest,703,James McAtee,Attacking Midfield,€20.00m,24,https://www.transfermarkt.com/james-mcatee/profil/spieler/583199,2002-10-18,,180.0,,Midfield - Attacking Midfield,left,Nottingham Forest,England,james mcatee
392768,Nottingham Forest,703,Callum Hudson-Odoi,Left Winger,€30.00m,7,https://www.transfermarkt.com/callum-hudson-odoi/profil/spieler/392768,2000-11-07,,178.0,,Attack - Left Winger,right,Nottingham Forest,"England
  Ghana",callum hudson-odoi
365108,Nottingham Forest,703,Dan Ndoye,Right Winger,€35.00m,14,https://www.transfermarkt.com/dan-ndoye/profil/spieler/365108,2000-10-25,,184.0,,Attack - Right Winger,right,Nottingham Forest,"Switzerland
  Senegal",dan ndoye
540664,Nottingham Forest,703,Dilane Bakwa,Right Winger,€28.00m,29,https://www.transfermarkt.com/dilane-bakwa/profil/spieler/540664,2002-08-26,,180.0,,Attack - Right Winger,left,Nottingham Forest,"France
  DR Congo",dilane bakwa
572265,Nottingham Forest,703,Lorenzo Lucca,Centre-Forward,€25.00m,20,https://www.transfermarkt.com/lorenzo-lucca/profil/spieler/572265,2000-09-10,,200.0,,Attack - Centre-Forward,right,Nottingham Forest,Italy,lorenzo lucca
432164,Nottingham Forest,703,Igor Jesus,Centre-Forward,€22.00m,19,https://www.transfermarkt.com/igor-jesus/profil/spieler/432164,2001-02-25,,179.0,,Attack - Centre-Forward,right,Nottingham Forest,"Brazil
  United Arab Emirates",igor jesus
295313,Nottingham Forest,703,Taiwo Awoniyi,Centre-Forward,€9.00m,9,https://www.transfermarkt.com/taiwo-awoniyi/profil/spieler/295313,1997-08-12,,183.0,,Attack - Centre-Forward,right,Nottingham Forest,Nigeria,taiwo awoniyi
108725,Nottingham Forest,703,Chris Wood,Centre-Forward,€6.00m,11,https://www.transfermarkt.com/chris-wood/profil/spieler/108725,1991-12-07,,191.0,,Attack - Centre-Forward,right,Nottingham Forest,New Zealand,chris wood
468539,Southampton,180,Daniel Peretz,Goalkeeper,€2.00m,41,https://www.transfermarkt.com/daniel-peretz/profil/spieler/468539,2000-07-10,,190.0,,Goalkeeper,right,Southampton FC,"Israel
  Germany",daniel peretz
95976,Southampton,180,Alex McCarthy,Goalkeeper,€300k,1,https://www.transfermarkt.com/alex-mccarthy/profil/spieler/95976,1989-12-03,,193.0,,Goalkeeper,right,Southampton FC,England,alex mccarthy
151334,Southampton,180,George Long,Goalkeeper,€200k,25,https://www.transfermarkt.com/george-long/profil/spieler/151334,1993-11-05,,193.0,,Goalkeeper,left,Southampton FC,England,george long
57057,Southampton,180,Jamie Jones,Goalkeeper,-,32,https://www.transfermarkt.com/jamie-jones/profil/spieler/57057,1989-02-18,,191.0,,Goalkeeper,right,Southampton FC,England,jamie jones
503977,Southampton,180,Taylor Harwood-Bellis,Centre-Back,€20.00m,6,https://www.transfermarkt.com/taylor-harwood-bellis/profil/spieler/503977,2002-01-30,,188.0,,Defender - Centre-Back,right,Southampton FC,England,taylor harwood-bellis
503990,Southampton,180,Nathan Wood,Centre-Back,€6.00m,15,https://www.transfermarkt.com/nathan-wood/profil/spieler/503990,2002-05-31,,188.0,,Defender - Centre-Back,right,Southampton FC,"England
  Jamaica",nathan wood
790918,Southampton,180,Joshua Quarshie,Centre-Back,€4.00m,17,https://www.transfermarkt.com/joshua-quarshie/profil/spieler/790918,2004-07-26,,196.0,,Defender - Centre-Back,both,Southampton FC,"Germany
  Ghana",joshua quarshie
163744,Southampton,180,Jack Stephens,Centre-Back,€1.20m,5,https://www.transfermarkt.com/jack-stephens/profil/spieler/163744,1994-01-27,,185.0,,Defender - Centre-Back,right,Southampton FC,England,jack stephens
986298,Southampton,180,Joachim Kayi Sanda,Centre-Back,€1.20m,39,https://www.transfermarkt.com/joachim-kayi-sanda/profil/spieler/986298,2006-11-29,,186.0,,Defender - Centre-Back,right,Southampton FC,"France
  DR Congo",joachim kayi sanda
729264,Southampton,180,Welington,Left-Back,€3.00m,34,https://www.transfermarkt.com/welington/profil/spieler/729264,2001-02-19,,170.0,,Defender - Left-Back,left,Southampton FC,Brazil,welington
262300,Southampton,180,Ryan Manning,Left-Back,€2.80m,3,https://www.transfermarkt.com/ryan-manning/profil/spieler/262300,1996-06-14,,173.0,,Defender - Left-Back,left,Southampton FC,Ireland,ryan manning
646478,Southampton,180,Elias Jelert,Right-Back,€7.00m,38,https://www.transfermarkt.com/elias-jelert/profil/spieler/646478,2003-06-12,,178.0,,Defender - Right-Back,right,Southampton FC,Denmark,elias jelert
391005,Southampton,180,Mads Roerslev,Right-Back,€5.00m,2,https://www.transfermarkt.com/mads-roerslev/profil/spieler/391005,1999-06-24,,184.0,,Defender - Right-Back,right,Southampton FC,Denmark,mads roerslev
324223,Southampton,180,James Bree,Right-Back,€2.50m,14,https://www.transfermarkt.com/james-bree/profil/spieler/324223,1997-12-11,,182.0,,Defender - Right-Back,right,Southampton FC,England,james bree
506189,Southampton,180,Flynn Downes,Defensive Midfield,€12.00m,4,https://www.transfermarkt.com/flynn-downes/profil/spieler/506189,1999-01-20,,178.0,,Midfield - Defensive Midfield,right,Southampton FC,England,flynn downes
747951,Southampton,180,Shea Charles,Defensive Midfield,€12.00m,24,https://www.transfermarkt.com/shea-charles/profil/spieler/747951,2003-11-05,,189.0,,Midfield - Defensive Midfield,right,Southampton FC,"Northern Ireland
  England",shea charles
66100,Southampton,180,Oriol Romeu,Defensive Midfield,€700k,28,https://www.transfermarkt.com/oriol-romeu/profil/spieler/66100,1991-09-24,,183.0,,Midfield - Defensive Midfield,right,Southampton FC,Spain,oriol romeu
696116,Southampton,180,Caspar Jander,Central Midfield,€12.00m,20,https://www.transfermarkt.com/caspar-jander/profil/spieler/696116,2003-03-23,,183.0,,Midfield - Central Midfield,right,Southampton FC,Germany,caspar jander
866656,Southampton,180,Cameron Bragg,Central Midfield,€150k,48,https://www.transfermarkt.com/cameron-bragg/profil/spieler/866656,2004-10-28,,,,Midfield - Central Midfield,,Southampton FC,"Scotland
  England",cameron bragg
626319,Southampton,180,Tom Fellows,Right Midfield,€8.00m,18,https://www.transfermarkt.com/tom-fellows/profil/spieler/626319,2003-07-25,,183.0,,Midfield - Right Midfield,right,Southampton FC,England,tom fellows
480723,Southampton,180,Finn Azaz,Attacking Midfield,€18.00m,10,https://www.transfermarkt.com/finn-azaz/profil/spieler/480723,2000-09-07,,185.0,,Midfield - Attacking Midfield,right,Southampton FC,"Ireland
  England",finn azaz
804219,Southampton,180,Léo Scienza,Attacking Midfield,€10.00m,13,https://www.transfermarkt.com/leo-scienza/profil/spieler/804219,1998-09-13,,175.0,,Midfield - Attacking Midfield,both,Southampton FC,"Brazil
  Luxembourg",leo scienza
902021,Southampton,180,Kuryu Matsuki,Attacking Midfield,€2.40m,27,https://www.transfermarkt.com/kuryu-matsuki/profil/spieler/902021,2003-04-30,,180.0,,Midfield - Attacking Midfield,left,Southampton FC,Japan,kuryu matsuki
1045124,Southampton,180,Jay Robinson,Left Winger,€8.00m,46,https://www.transfermarkt.com/jay-robinson/profil/spieler/1045124,2007-03-15,,176.0,,Attack - Left Winger,right,Southampton FC,England,jay robinson
680806,Southampton,180,Samuel Edozie,Left Winger,€5.00m,23,https://www.transfermarkt.com/samuel-edozie/profil/spieler/680806,2003-01-28,,181.0,,Attack - Left Winger,right,Southampton FC,"England
  Nigeria",samuel edozie
533662,Southampton,180,Cameron Archer,Centre-Forward,€8.00m,19,https://www.transfermarkt.com/cameron-archer/profil/spieler/533662,2001-12-09,,175.0,,Attack - Centre-Forward,right,Southampton FC,"England
  Jamaica",cameron archer
343463,Southampton,180,Cyle Larin,Centre-Forward,€3.50m,9,https://www.transfermarkt.com/cyle-larin/profil/spieler/343463,1995-04-17,,188.0,,Attack - Centre-Forward,right,Southampton FC,"Canada
  Jamaica",cyle larin
447995,Southampton,180,Ross Stewart,Centre-Forward,€2.80m,11,https://www.transfermarkt.com/ross-stewart/profil/spieler/447995,1996-07-11,,188.0,,Attack - Centre-Forward,right,Southampton FC,Scotland,ross stewart
286047,Tottenham Hotspur,148,Guglielmo Vicario,Goalkeeper,€23.00m,1,https://www.transfermarkt.com/guglielmo-vicario/profil/spieler/286047,1996-10-07,,194.0,,Goalkeeper,right,Tottenham Hotspur,Italy,guglielmo vicario
725912,Tottenham Hotspur,148,Antonín Kinský,Goalkeeper,€13.00m,31,https://www.transfermarkt.com/antonin-kinsky/profil/spieler/725912,2003-03-13,,190.0,,Goalkeeper,right,Tottenham Hotspur,Czech Republic,antonin kinsky
428016,Tottenham Hotspur,148,Brandon Austin,Goalkeeper,€500k,40,https://www.transfermarkt.com/brandon-austin/profil/spieler/428016,1999-01-08,,188.0,,Goalkeeper,right,Tottenham Hotspur,"England
  United States",brandon austin
557459,Tottenham Hotspur,148,Micky van de Ven,Centre-Back,€65.00m,37,https://www.transfermarkt.com/micky-van-de-ven/profil/spieler/557459,2001-04-19,,193.0,,Defender - Centre-Back,left,Tottenham Hotspur,Netherlands,micky van de ven
355915,Tottenham Hotspur,148,Cristian Romero,Centre-Back,€50.00m,17,https://www.transfermarkt.com/cristian-romero/profil/spieler/355915,1998-04-27,,185.0,,Defender - Centre-Back,right,Tottenham Hotspur,Argentina,cristian romero
568559,Tottenham Hotspur,148,Radu Drăgușin,Centre-Back,€20.00m,3,https://www.transfermarkt.com/radu-dragusin/profil/spieler/568559,2002-02-03,,191.0,,Defender - Centre-Back,right,Tottenham Hotspur,Romania,radu dragusin
263236,Tottenham Hotspur,148,Kevin Danso,Centre-Back,€20.00m,4,https://www.transfermarkt.com/kevin-danso/profil/spieler/263236,1998-09-19,,190.0,,Defender - Centre-Back,right,Tottenham Hotspur,Austria,kevin danso
192765,Tottenham Hotspur,148,Ben Davies,Centre-Back,€5.00m,33,https://www.transfermarkt.com/ben-davies/profil/spieler/192765,1993-04-24,,181.0,,Defender - Centre-Back,left,Tottenham Hotspur,Wales,ben davies
556385,Tottenham Hotspur,148,Destiny Udogie,Left-Back,€35.00m,13,https://www.transfermarkt.com/destiny-udogie/profil/spieler/556385,2002-11-28,,188.0,,Defender - Left-Back,left,Tottenham Hotspur,"Italy
  Nigeria",destiny udogie
483348,Tottenham Hotspur,148,Djed Spence,Left-Back,€30.00m,24,https://www.transfermarkt.com/djed-spence/profil/spieler/483348,2000-08-09,,184.0,,Defender - Left-Back,right,Tottenham Hotspur,"England
  Jamaica",djed spence
1086258,Tottenham Hotspur,148,Souza,Left-Back,€12.00m,38,https://www.transfermarkt.com/souza/profil/spieler/1086258,2006-06-16,,183.0,,Defender - Left-Back,left,Tottenham Hotspur,Brazil,souza
553875,Tottenham Hotspur,148,Pedro Porro,Right-Back,€40.00m,23,https://www.transfermarkt.com/pedro-porro/profil/spieler/553875,1999-09-13,,173.0,,Defender - Right-Back,right,Tottenham Hotspur,Spain,pedro porro
354362,Tottenham Hotspur,148,Rodrigo Bentancur,Defensive Midfield,€22.00m,30,https://www.transfermarkt.com/rodrigo-bentancur/profil/spieler/354362,1997-06-25,,187.0,,Midfield - Defensive Midfield,right,Tottenham Hotspur,Uruguay,rodrigo bentancur
257455,Tottenham Hotspur,148,João Palhinha,Defensive Midfield,€18.00m,6,https://www.transfermarkt.com/joao-palhinha/profil/spieler/257455,1995-07-09,,190.0,,Midfield - Defensive Midfield,right,Tottenham Hotspur,Portugal,joao palhinha
410425,Tottenham Hotspur,148,Yves Bissouma,Defensive Midfield,€12.00m,8,https://www.transfermarkt.com/yves-bissouma/profil/spieler/410425,1996-08-30,,182.0,,Midfield - Defensive Midfield,right,Tottenham Hotspur,"Mali
  Cote d'Ivoire",yves bissouma
866246,Tottenham Hotspur,148,Lucas Bergvall,Central Midfield,€40.00m,15,https://www.transfermarkt.com/lucas-bergvall/profil/spieler/866246,2006-02-02,,187.0,,Midfield - Central Midfield,right,Tottenham Hotspur,Sweden,lucas bergvall
922693,Tottenham Hotspur,148,Archie Gray,Central Midfield,€35.00m,14,https://www.transfermarkt.com/archie-gray/profil/spieler/922693,2006-03-12,,187.0,,Midfield - Central Midfield,right,Tottenham Hotspur,"England
  Scotland",archie gray
488362,Tottenham Hotspur,148,Conor Gallagher,Central Midfield,€35.00m,22,https://www.transfermarkt.com/conor-gallagher/profil/spieler/488362,2000-02-06,,182.0,,Midfield - Central Midfield,right,Tottenham Hotspur,England,conor gallagher
568693,Tottenham Hotspur,148,Pape Matar Sarr,Central Midfield,€32.00m,29,https://www.transfermarkt.com/pape-matar-sarr/profil/spieler/568693,2002-09-14,,184.0,,Midfield - Central Midfield,right,Tottenham Hotspur,Senegal,pape matar sarr
566931,Tottenham Hotspur,148,Xavi Simons,Attacking Midfield,€50.00m,7,https://www.transfermarkt.com/xavi-simons/profil/spieler/566931,2003-04-21,,179.0,,Midfield - Attacking Midfield,right,Tottenham Hotspur,"Netherlands
  Suriname",xavi simons
431755,Tottenham Hotspur,148,Dejan Kulusevski,Attacking Midfield,€35.00m,21,https://www.transfermarkt.com/dejan-kulusevski/profil/spieler/431755,2000-04-25,,186.0,,Midfield - Attacking Midfield,left,Tottenham Hotspur,"Sweden
  North Macedonia",dejan kulusevski
294057,Tottenham Hotspur,148,James Maddison,Attacking Midfield,€25.00m,10,https://www.transfermarkt.com/james-maddison/profil/spieler/294057,1996-11-23,,175.0,,Midfield - Attacking Midfield,right,Tottenham Hotspur,"England
  Ireland",james maddison
743498,Tottenham Hotspur,148,Wilson Odobert,Left Winger,€20.00m,28,https://www.transfermarkt.com/wilson-odobert/profil/spieler/743498,2004-11-28,,182.0,,Attack - Left Winger,right,Tottenham Hotspur,"France
  Martinique",wilson odobert
543499,Tottenham Hotspur,148,Mohammed Kudus,Right Winger,€55.00m,20,https://www.transfermarkt.com/mohammed-kudus/profil/spieler/543499,2000-08-02,,177.0,,Attack - Right Winger,left,Tottenham Hotspur,Ghana,mohammed kudus
258889,Tottenham Hotspur,148,Dominic Solanke,Centre-Forward,€35.00m,19,https://www.transfermarkt.com/dominic-solanke/profil/spieler/258889,1997-09-14,,186.0,,Attack - Centre-Forward,right,Tottenham Hotspur,"England
  Nigeria",dominic solanke
378710,Tottenham Hotspur,148,Richarlison,Centre-Forward,€28.00m,9,https://www.transfermarkt.com/richarlison/profil/spieler/378710,1997-05-10,,184.0,,Attack - Centre-Forward,right,Tottenham Hotspur,Brazil,richarlison
801734,Tottenham Hotspur,148,Mathys Tel,Centre-Forward,€25.00m,11,https://www.transfermarkt.com/mathys-tel/profil/spieler/801734,2005-04-27,,183.0,,Attack - Centre-Forward,right,Tottenham Hotspur,"France
  Guadeloupe",mathys tel
487969,Tottenham Hotspur,148,Randal Kolo Muani,Centre-Forward,€22.00m,39,https://www.transfermarkt.com/randal-kolo-muani/profil/spieler/487969,1998-12-05,,187.0,,Attack - Centre-Forward,right,Tottenham Hotspur,"France
  DR Congo",randal kolo muani
400536,West Ham United,379,Mads Hermansen,Goalkeeper,€15.00m,1,https://www.transfermarkt.com/mads-hermansen/profil/spieler/400536,2000-07-11,,187.0,,Goalkeeper,right,West Ham United,Denmark,mads hermansen
120629,West Ham United,379,Alphonse Areola,Goalkeeper,€5.00m,23,https://www.transfermarkt.com/alphonse-areola/profil/spieler/120629,1993-02-27,,195.0,,Goalkeeper,right,West Ham United,"France
  Philippines",alphonse areola
29692,West Ham United,379,Lukasz Fabianski,Goalkeeper,€250k,22,https://www.transfermarkt.com/lukasz-fabianski/profil/spieler/29692,1985-04-18,,190.0,,Goalkeeper,right,West Ham United,Poland,lukasz fabianski
605184,West Ham United,379,Jean-Clair Todibo,Centre-Back,€23.00m,25,https://www.transfermarkt.com/jean-clair-todibo/profil/spieler/605184,1999-12-30,,190.0,,Defender - Centre-Back,right,West Ham United,"France
  French Guiana",jean-clair todibo
